6
1,Bill Fazio 
2,David Onek 
3,Vu Vuong Trinh 
4,George GascÓN 
5,Sharmin Bock 
6,Write-In 
184046,184046,252
21507,4
11490,2,5,1
10443,2,5
7945,4,5,1
7445,5
5942,4,5,2
5895,4,1,5
5760,2
5488,4,5
5027,4,1
4367,1
4145,4,2,5
3450,2,5,4
3405,5,4,1
3394,4,4,4
3389,4,1,2
2981,5,4,2
2872,5,4
2681,4,5,3
2588,5,2,4
2409,5,2
2314,5,2,1
2269,5,1,4
2252,2,4,5
2110,1,4,5
2062,4,2,1
2028,4,2
1780,5,1,2
1699,1,4
1597,5,5,5
1541,1,5,4
1522,5,4,3
1490,2,1,5
1486,4,1,3
1400,2,4
1276,3
1192,1,1,1
1132,1,5,2
1128,1,4,2
1100,5,1
1089,2,5,3
1047,5,3,2
1042,4,3,5
1037,5,3,4
1017,2,4,1
1015,5,2,3
915,1,2,5
878,2,2,2
800,1,2,4
789,1,5
744,2,1,4
738,4,2,3
672,4,3,1
656,4,3,2
649,5,1,3
583,3,5,2
562,1,4,3
551,2,1
540,5,3,1
526,3,4,5
498,3,5,4
482,1,5,3
480,1,2,3
474,2,3,5
434,5,3
432,3,2,5
421,4,3
399,2,1,3
383,3,3,3
363,1,2
337,2,4,3
334,1,3,5
325,2,3,1
323,4,4
316,2,3,4
309,3,5,1
307,3,2,4
305,1,3,4
290,3,4,1
284,3,2,1
273,3,4,2
273,1,3,2
262,4,1,4
262,3,5
203,3,1,5
192,3,4
186,3,1,4
182,3,1,2
179,2,5,2
175,4,4,1
169,1,3
168,4,5,4
165,2,3
141,5,5
136,4,1,1
135,1,4,1
132,4,5,5
128,4,4,5
124,5,4,5
118,3,2
116,{1,2}
115,{1,2},{1,2},{1,2}
103,2,2
102,2,5,5
100,3,1
96,5,5,4
89,5,2,5
82,2,2,5
81,1,1
80,5,4,4
76,4,2,4
73,5,1,5
69,1,4,4
65,5,2,2
62,5,5,2
61,2,4,2
59,4,2,2
53,5,5,1
52,1,5,1
49,1,1,4
48,5,1,1
46,2,2,4
46,4,4,2
39,2,1,2
34,5,3,5
34,2,2,1
32,4,{1,2}
31,5,3,3
31,1,2,1
31,1,1,5
31,1,5,5
29,2,4,4
29,3,5,3
27,{1,2},2
27,1,1,2
27,4,3,4
26,4,4,3
24,2,1,1
23,{1,2},5,1
22,{1,2},4
22,4,{1,2},{1,2}
21,1,2,2
20,4,{1,2},5
20,{1,2},1
20,{1,2},5
19,3,4,3
18,3,3
18,{1,2},2,5
17,3,4,4
17,2,5,{1,2}
17,2,3,2
17,5,5,3
16,{1,2},{1,2}
16,5,{1,2},{1,2}
16,5,{1,2}
16,4,3,3
15,{1,2},4,2
15,2,{1,2}
15,3,5,5
14,1,3,3
14,3,2,3
14,4,1,{1,2}
13,1,1,3
12,4,{1,2},1
12,1,3,1
12,3,3,5
12,{1,2},4,4
11,3,3,4
11,{1,2},5,2
11,3,2,2
10,2,{1,2},{1,2}
10,1,{1,2},5
10,4,{1,2},4
10,4,5,{1,2}
10,2,2,3
10,{1,2},4,5
10,3,1,1
9,1,{1,2}
9,{1,2},5,4
9,5,4,{1,2}
9,5,{1,2},1
9,3,3,1
8,{1,2},4,1
8,4,{1,2},2
8,2,{1,2},3
8,{1,2},1,4
8,{1,2},{1,2},4
8,5,{1,2},2
8,3,1,3
8,2,{1,2},4
8,2,{1,2},1
7,{1,2},5,5
7,2,{1,2},5
7,{1,2},1,2
7,5,{1,2},4
7,3,3,2
7,{1,2},1,5
7,{1,2},1,1
7,{1,2},2,4
7,{1,2},{1,2},5
6,5,5,{1,2}
6,4,4,{1,2}
6,{1,2},5,3
6,2,1,{1,2}
6,{1,2},2,2
5,4,{1,2},3
5,2,3,3
5,2,{1,2},2
5,{1,2},4,3
5,{1,2},3
4,1,4,{1,2}
4,{1,2},{1,2},1
4,1,1,{1,2}
4,{1,2},1,3
4,5,{1,2},3
4,5,2,{1,2}
4,{1,2},2,1
4,5,1,{1,2}
4,1,{1,2},2
3,{1,2},4,{1,2}
3,3,2,{1,2}
3,5,{1,2},5
3,{1,2},{1,2},3
3,{1,2},{1,2},2
3,4,2,{1,2}
3,1,5,{1,2}
3,{1,2},3,3
3,1,{1,2},4
2,1,{1,2},3
2,2,3,{1,2}
2,5,3,{1,2}
2,4,3,{1,2}
2,{1,2},2,3
2,3,{1,2},2
2,3,{1,2},5
2,1,{1,2},1
2,1,{1,2},{1,2}
2,{1,2},3,4
2,{1,2},3,1
2,{1,2},3,2
2,1,2,{1,2}
1,3,3,{1,2}
1,3,{1,2}
1,{1,2},1,{1,2}
1,{1,2},3,{1,2}
1,3,{1,2},{1,2}
1,3,{1,2},1
1,3,{1,2},4
1,{1,2},2,{1,2}
1,{1,2},5,{1,2}
1,2,2,{1,2}
1,{1,2},3,5
