10
1,F. X. Francis Xavier Crowley 
2,Robert J. Squeri 
3,Lynn Gavin 
4,Michael Garcia 
5,Glenn Rogers 
6,Julian P. Lagos 
7,Norman Yee 
8,Joel Engardio 
9,Andrew Bley 
10,Write-In 
31566,31566,824
1895,7
1099,7,1,8
1067,1
829,1,7
801,4
642,8
579,7,1
477,1,4,8
454,1,7,4
440,1,7,8
430,4,2,1
399,4,1,8
393,7,1,4
382,1,4,7
374,7,7,7
320,8,4,1
317,4,8,1
307,4,1,7
302,8,1,7
294,7,4,1
292,1,4
281,4,1
267,1,1,1
264,8,1,4
257,1,4,2
256,8,7,1
249,1,7,2
233,4,4,4
224,1,7,6
218,7,1,2
211,1,8,4
208,7,1,6
205,8,4,7
198,4,7,1
197,7,8,1
191,1,8,7
190,4,1,2
186,2
185,8,7
179,7,4
177,1,2,4
174,7,2,1
173,4,8,2
154,4,8,7
147,4,7
147,4,8
143,8,4
143,7,6,3
141,7,8,4
140,8,7,4
139,7,4,6
138,7,4,8
134,4,2,8
132,1,2,7
131,7,8
121,1,7,3
119,1,7,9
116,7,6,1
115,7,6,4
114,7,1,3
113,8,1
109,8,4,2
109,7,6,2
102,1,2,8
101,1,8
101,2,4,1
98,7,1,9
98,4,7,8
97,7,6,8
95,1,6,7
93,7,4,2
90,8,8,8
90,7,4,3
90,7,6
89,7,2,6
88,6
87,7,3,6
85,1,4,6
85,2,1,4
83,8,2,1
81,7,6,9
80,2,1,8
80,7,2,4
79,4,2
77,4,7,2
76,1,2
74,9
71,7,4,9
71,7,3,4
69,1,8,2
67,4,6,8
65,3
63,2,1,7
63,2,2,2
63,1,4,9
62,4,7,3
62,7,8,6
62,2,8,4
61,7,8,2
61,4,8,9
60,4,1,9
60,1,2,3
59,1,4,5
57,8,7,2
57,2,8,1
56,8,2,4
56,2,4,8
56,8,1,2
55,7,6,5
54,1,7,5
53,7,1,5
53,7,2,8
53,7,3,5
53,7,8,9
52,6,7,3
52,4,2,7
51,8,4,9
51,7,3,9
50,7,9,1
49,4,6,7
49,8,7,9
48,4,7,6
48,6,7,1
48,3,5,9
47,7,9,3
46,2,1
46,2,7,1
45,1,4,3
45,{1,2}
45,6,7,8
45,8,1,9
44,7,4,5
44,7,3,1
44,5
43,1,2,5
42,9,1,7
42,8,7,6
42,7,3,8
41,1,3,5
40,2,4
40,7,5,9
40,1,2,9
39,7,9,6
39,8,2
38,7,8,3
38,1,3,7
38,7,2
37,6,1,7
37,4,1,5
37,4,1,6
37,4,8,5
37,4,2,9
36,7,9,5
36,8,4,5
36,7,8,5
36,6,7,4
36,2,4,7
35,7,9
34,1,2,6
33,1,5,9
33,4,7,9
33,6,3,9
33,4,8,6
33,7,7
33,6,4,8
32,7,9,8
32,{1,2},{1,2},{1,2}
32,4,1,3
32,1,6,4
32,1,6,8
31,7,9,2
31,7,9,4
31,8,4,3
31,7,5,3
31,8,6,7
31,2,7,8
30,8,4,6
30,6,7,9
30,4,9,1
30,1,8,9
30,8,9,7
29,5,9,3
29,6,3,7
29,1,6,2
28,8,2,7
28,9,5,3
28,7,2,3
28,8,5,9
28,8,9,4
28,4,2,5
27,7,5,6
27,7,5,8
27,3,9,5
27,9,3,5
26,1,8,5
26,4,9
26,1,5,7
26,6,7,2
26,7,2,9
25,4,6,1
25,8,9
25,5,5,5
25,5,3,9
25,1,9,7
25,4,3,5
25,3,6,5
25,4,7,5
25,9,7,1
25,8,7,3
25,8,7,5
25,3,5,6
25,8,1,6
24,1,1
