10
1,Julio Ramos 
2,Ahsha Safai 
3,Myrna Lim 
4,Eli M. Horn 
5,John Avalos 
6,Mary Goodnature 
7,Randy Knox 
8,Adrian Bermudez 
9,Write-In 
10,A. Jackson Matteson 
25083,25083,704
831,5
809,5,7,1
766,2
565,3
526,5,5,5
469,3,3,3
460,2,2,2
396,5,2,1
387,5,1,2
377,2,5,1
349,1
336,1,1,1
328,5,1,8
300,5,1,7
284,1,5,8
263,2,1,5
260,5,1,3
260,2,3,1
257,7
257,5,2,3
248,2,5,3
246,5,3,1
245,3,2,1
243,2,5,7
243,2,3,5
229,2,3,7
228,5,2,7
224,2,7,3
221,2,1,3
221,3,5,1
212,3,1,2
210,7,7,7
201,3,2,5
199,1,5,2
188,2,7,1
185,2,3
181,1,2,3
181,5,2
179,5,3,2
170,5,7,2
169,3,1,5
167,3,5,2
163,2,5
163,3,2,7
160,1,3,5
159,5,7
158,1,2,5
152,2,7,5
149,2,1,7
149,5,1
134,3,5,7
129,1,5,3
128,5,7,3
127,1,8,5
126,{1,2},{1,2},{1,2}
124,1,5,7
123,2,7
123,7,2,5
121,7,2,3
118,7,5,1
116,5,3,7
112,1,3,7
111,7,5,2
111,3,1,7
109,7,2,1
107,1,3,2
103,3,1,6
100,3,6,1
100,3,7,5
99,2,1,8
98,3,7,1
94,2,3,6
93,7,5,3
93,5,8,1
89,7,1,3
88,3,2
87,2,1
87,5,3
85,7,1,5
83,3,7,2
82,1,3,6
81,3,5
77,3,6,2
77,5,2,8
75,1,2,7
74,7,3,1
73,7,1,2
70,1,5
68,{1,2}
65,7,3,5
65,1,2,8
64,3,2,6
64,7,3,2
63,1,8,2
63,2,5,8
63,1,7,5
62,1,7,3
62,3,5,6
60,3,1
60,1,7,2
58,1,3,8
56,5,3,6
54,5,1,4
54,3,7
54,4
52,1,3
50,2,8,1
47,2,7,4
47,3,1,8
46,2,6,3
45,5,1,6
45,5,7,4
45,3,6,5
45,3,5,8
44,1,2
43,2,3,4
43,5,2,6
42,2,1,4
42,5,7,8
42,2,6,7
41,2,5,4
41,5,7,6
41,7,5
40,2,1,6
40,3,6
40,2,3,8
40,8
40,7,3
39,2,7,6
39,4,4,4
39,7,2
39,5,2,4
38,6
38,2,5,6
38,2,4,7
37,7,1
36,5,1,5
36,8,1,5
35,8,8,8
35,3,3
35,2,8,3
34,5,3,8
34,3,1,4
33,1,5,6
33,3,6,8
32,3,7,6
32,5,5
32,8,1,2
32,5,8,2
31,2,7,8
30,3,2,8
30,3,6,7
30,{1,2},{1,2}
30,1,2,6
29,1,8,3
29,2,6,1
29,1,2,4
28,2,3,2
28,7,5,4
28,3,8,1
28,3,2,4
28,1,6,3
27,5,4,7
27,2,2
27,2,5,2
27,1,5,4
27,7,2,4
27,7,2,6
27,8,5,1
26,6,3,1
26,1,7,8
26,7,4,1
26,3,7,4
26,5,2,5
25,8,2,1
25,6,3,2
25,2,8,6
25,2,8,5
25,7,3,6
24,5,1,1
24,1,3,4
24,7,4,2
24,2,6,8
24,5,6,3
23,7,1,8
23,1,8,7
23,1,5,1
23,3,7,8
23,5,6,7
22,1,8
22,6,2,3
22,5,6,1
21,7,1,4
21,1,4,7
21,2,6,4
21,6,6,6
20,1,8,6
20,7,5,6
20,5,3,3
20,1,7,4
20,7,4,3
20,2,4,5
20,7,3,4
20,1,6,2
19,1,5,5
19,9,9,9
19,2,4,3
19,5,4
19,3,5,3
19,5,6,8
18,1,7
18,7,1,6
18,2,6
18,3,8,2
18,5,2,2
18,1,6,8
16,2,3,3
16,5,4,6
16,3,8,7
16,5,5,3
16,5,5,2
16,3,4,7
16,3,4,5
16,4,7,1
16,6,3,7
16,3,2,3
16,2,2,1
16,2,4,1
16,2,8
16,3,5,4
16,3,3,2
16,7,7
16,3,1,3
15,1,1
15,7,5,8
15,2,5,5
15,5,3,4
15,6,1,3
15,7,4,6
15,2,6,5
15,1,6,7
15,4,2,5
14,5,4,1
14,5,4,3
14,3,3,1
14,1,4,2
14,2,4
14,6,5,3
14,5,7,5
14,7,8,1
14,5,8,6
14,2,2,3
14,5,6,4
14,5,5,1
13,2,1,2
13,3,4,2
13,3,4,1
13,4,7,3
13,1,3,1
13,7,6,3
13,2,8,4
13,5,6,2
13,5,8,3
13,3,6,4
12,5,4,2
12,1,4,3
12,1,4,5
12,{1,2},1
12,3,8,6
12,5,3,5
12,6,1,2
12,3,4,6
12,4,7,5
12,6,3,5
12,1,7,6
12,3,2,2
12,7,4,5
12,7,2,7
12,8,3,2
12,8,3,1
12,2,4,6
12,7,6,4
12,7,6,1
12,2,8,7
12,6,2,1
12,6,2,5
12,8,1,6
12,8,1,3
12,5,8,7
11,1,8,4
11,2,1,1
11,{1,2},3
11,2,7,2
11,1,1,3
11,5,7,7
11,6,7,1
11,4,5,7
11,2,2,5
11,2,4,8
11,8,5,2
11,7,3,8
11,4,2,1
10,7,5,7
10,7,5,5
10,8,2,5
10,8,2,4
10,4,7
10,7,8,5
10,1,7,1
10,5,8
10,7,6,2
10,6,2,8
10,1,2,2
10,4,2,7
9,4,6,8
9,1,8,1
9,1,4,6
9,8,2,3
9,1,4,8
9,4,3,7
9,4,3,5
9,6,7,2
9,{1,2},3,3
9,7,3,7
9,5,8,4
9,1,6,4
9,4,2,3
8,{1,2},{1,2},1
8,8,6,1
8,6,5,2
8,4,7,2
8,7,8,2
8,4,1,5
8,4,5,1
8,4,5,2
8,7,4,8
8,7,2,2
8,2,2,7
8,9
8,5,6
8,6,2,7
8,6,3
8,7,4
8,3,1,1
8,6,4,1
7,{1,2},1,1
7,{1,2},7
7,3,8
7,{1,2},2
7,5,5,7
7,6,1,7
7,6,1,8
7,6,3,8
7,5,{1,2},1
7,7,2,8
7,8,3,6
7,3,7,7
7,7,6,5
7,3,6,3
7,3,3,7
7,8,1,7
7,6,8,4
7,1,6,5
6,1,6
6,7,7,3
6,4,8,3
6,8,1
6,2,9,9
6,{1,2},5
6,8,6,2
6,3,8,5
6,1,1,8
6,1,1,5
6,6,1,5
6,{1,2},2,3
6,4,3,1
6,6,7,4
6,6,7,5
6,6,7,3
6,4,5,3
6,3,7,3
6,2,4,2
6,4,7,6
6,8,1,4
6,6,8,2
6,7,6
6,6,4,8
6,4,2,8
5,4,6,1
5,{1,2},{1,2},2
5,3,{1,2},{1,2}
5,5,9,9
5,8,6,3
5,8,6,7
5,1,2,1
5,3,8,4
5,6,1,4
5,{1,2},2,5
5,{1,2},2,2
5,6,5,4
5,6,5,1
5,4,3,2
5,3,4,8
5,5,7,9
5,1,3,3
5,6,7,8
5,4,1,8
5,4,1,2
5,5,4,8
5,1,1,{1,2}
5,3,{1,2}
5,7,{1,2},{1,2}
5,7,4,7
5,3,4,3
5,{1,2},3,5
5,3,5,5
5,6,6,3
5,6,8,1
5,6,8,5
5,{1,2},5,2
5,7,3,3
5,{1,2},8,{1,2}
5,6,1
5,5,{1,2},{1,2}
5,6,4,3
5,4,2,6
4,2,{1,2},{1,2}
4,7,7,5
4,7,7,4
4,8,5
4,3,3,6
4,1,8,8
4,8,2,6
4,4,3
4,1,1,7
4,1,1,2
4,{1,2},2,7
4,6,5,7
4,4,3,6
4,4,3,4
4,3,4,4
4,7,8,3
4,7,8,6
4,6,3,3
4,4,1,3
4,4,1,7
4,4,5,8
4,1,7,7
4,5,{1,2},2
4,5,{1,2},5
4,2,2,8
4,{1,2},3,7
4,8,7,1
4,7,6,8
4,4,7,8
4,2,8,2
4,6,7
4,8,5,4
4,8,5,6
4,8,5,7
4,2,{1,2},5
4,6,8,3
4,6,8,7
4,{1,2},5,5
4,6,2,4
4,5,1,{1,2}
4,6,4,5
4,6,4,2
3,1,4
3,5,1,9
3,7,1,1
3,7,1,7
3,{1,2},{1,2},3
3,{1,2},{1,2},5
3,{1,2},{1,2},7
3,8,4,2
3,8,4,5
3,{1,2},1,5
3,1,5,9
3,2,3,{1,2}
3,3,4
3,2,{1,2},6
3,8,2,7
3,6,{1,2}
3,5,5,4
3,3,9,9
3,1,{1,2}
3,4,2
3,4,5
3,4,4
3,3,{1,2},1
3,4,3,8
3,2,{1,2},8
3,{1,2},7,1
3,6,3,4
3,4,1,6
3,8,2
3,4,5,6
3,2,5,{1,2}
3,2,{1,2}
3,{1,2},2,{1,2}
3,5,{1,2},6
3,8,3,5
3,{1,2},3,6
3,8,7,2
3,5,2,{1,2}
3,8,7,4
3,{1,2},7,3
3,7,{1,2},2
3,1,4,9
3,6,4
3,6,2,6
3,3,3,5
3,3,3,4
3,5,3,{1,2}
3,{1,2},1,8
3,{1,2},5,7
3,5,8,8
3,5,8,5
3,5,5,8
3,7,{1,2}
3,5,2,9
3,1,2,{1,2}
2,5,5,6
2,4,6,3
2,7,7,2
2,7,9,9
2,3,8,3
2,8,7
2,8,3
