10
1,Denise Mccarthy 
2,Lynn Jefferson 
3,Joseph Alioto, Jr. 
4,Mike Denunzio 
5,Tony Gantner 
6,David Chiu 
7,Claudine Cheng 
8,Wilma Pang 
9,Mark Quessey 
10,Write-In 
27482,27482,855
1444,6
1414,6,1,5
1075,6,7,8
920,3
614,6,1
445,6,6,6
407,7,6,8
377,6,3,1
361,6,1,2
355,3,3,3
355,6,8,7
352,6,1,3
333,3,6,1
298,1
267,3,1,2
255,6,3,7
247,6,5,1
241,6,3
228,3,6
228,6,7,3
225,3,6,7
224,6,1,7
210,7,8,6
205,4
194,7
191,1,6,5
191,3,1,6
184,3,7,2
174,3,2,1
170,3,7,6
158,6,7
153,1,6,3
152,1,3,6
148,8,7,6
145,6,2,1
141,6,1,8
140,3,7
136,6,7,1
135,6,3,2
134,3,7,1
130,7,6,3
127,1,6
127,3,1
127,1,6,2
126,1,2,3
126,3,4,5
121,6,3,8
121,1,3,2
121,3,7,4
116,3,4,1
115,8,6,7
111,7,3,6
110,3,1,7
109,6,5
108,1,5,6
103,3,6,8
101,1,1,1
101,3,2,7
100,2
100,5
99,6,7,2
99,1,2,8
95,3,4,6
95,1,2,7
93,7,7,7
93,3,6,4
90,1,2,6
90,3,1,4
89,3,7,8
87,6,3,5
86,3,4
86,1,6,7
84,3,6,2
84,3,1,5
83,7,6
82,7,1,3
80,1,3
80,5,6,1
79,8
78,2,1,3
77,4,4,4
77,6,8,1
76,3,4,2
76,4,3,7
75,4,3
75,6,3,4
74,5,1,6
73,7,3
72,3,7,5
71,3,5,1
70,{1,2}
70,3,5,2
70,7,3,2
69,3,4,7
66,7,3,4
63,1,3,7
63,6,2,7
62,{1,2},{1,2},{1,2}
62,3,6,5
62,7,6,1
60,6,1,4
60,3,5,4
60,7,3,8
60,1,2,4
59,6,5,3
57,4,3,5
57,1,3,4
56,6,8,3
56,7,3,1
55,1,3,5
55,5,6
55,3,5,7
54,6,5,2
54,7,8,3
54,3,2,4
54,1,2,5
54,6,2,3
52,5,3,1
52,2,1,8
52,1,5,2
52,1,7,3
52,3,5,6
51,5,5,5
51,4,3,1
51,3,2,6
49,6,2,8
49,6,8
49,7,8
48,2,1,7
48,3,1,8
