7
1,Janet Reilly 
2,Vilma B. Guinto Peoro 
3,Barbara Berwick 
4,Mark Farrell 
5,Abraham Simmons 
6,Kat Anderson 
7,Write-In 
24180,24180,330
3343,1
2041,4
1494,1,1,1
1426,4,4,4
753,4,1
750,1,4
694,4,5,6
586,4,5
521,1,4,6
498,1,4,5
481,4,6,5
381,4,1,5
367,1,5,6
335,4,5,1
324,4,6
316,4,1,6
301,4,6,1
276,1,4,3
266,5
265,1,6
264,1,6,4
263,4,6,3
252,4,5,3
250,1,5,4
238,1,6,5
230,1,5
219,1,6,3
209,6
183,4,1,3
180,5,5,5
168,5,4,6
162,1,3,6
162,4,3,2
160,6,4,5
159,4,3,6
156,1,3,4
152,6,6,6
151,5,4,1
139,5,1
139,6,4,1
136,5,1,4
135,4,3,5
128,5,4
117,5,1,6
115,5,6,4
114,6,4
113,6,5,4
110,1,3,5
98,4,3,1
98,1,5,3
95,5,6,1
91,6,4,3
90,6,1,4
82,6,1,5
79,4,3
78,5,4,3
75,6,1
75,4,4
68,4,5,2
66,6,3,1
63,1,1
62,5,1,3
59,4,2,3
56,1,6,2
55,6,5,1
55,1,2,3
54,3
54,5,6,3
53,4,1,4
52,4,4,1
52,4,6,2
51,6,3,4
51,6,1,3
49,1,4,1
44,5,6
43,3,3,3
43,1,4,2
41,5,3,4
40,6,5
40,3,4,5
39,1,3
39,1,1,4
38,1,4,4
38,1,5,2
36,4,5,4
36,5,3,1
36,4,4,6
36,3,4,6
34,3,4,2
33,6,5,3
32,6,3,5
32,4,4,5
31,1,3,2
29,5,4,2
29,5,3,6
28,4,2,5
26,4,2,6
25,3,1,6
25,3,1,4
24,3,4
24,1,2,4
24,5,1,2
23,4,1,2
23,3,6,1
22,1,5,1
21,4,1,1
21,2
21,5,6,2
21,3,4,1
19,3,6,4
19,4,6,4
19,2,2,2
19,3,1,5
19,6,4,2
18,6,3,2
17,6,3
17,{1,2},{1,2},{1,2}
17,5,4,5
17,3,5,4
17,{1,2}
17,1,5,5
15,4,6,6
15,1,6,1
15,4,2,1
14,4,5,5
14,5,5,1
14,3,5,6
14,1,1,6
14,1,2,5
13,3,5,1
13,4,7,7
12,3,6,2
12,5,3,2
12,3,2,4
12,1,2,6
12,6,2,3
12,5,2,4
12,5,1,5
11,3,5
11,5,2,3
11,4,4,3
11,5,3
11,3,1
11,4,2
11,6,5,2
10,3,6,5
10,1,1,5
10,6,1,2
10,1,6,6
10,6,4,6
9,2,4,5
9,3,4,4
9,5,2,6
9,2,3,4
9,5,2,1
9,2,1,6
9,7,7,7
8,1,2
8,2,3,6
8,4,6,7
8,3,2,6
8,4,3,4
8,6,6
8,6,4,4
7,2,4,3
7,3,2,1
7,1,7,7
7,6,1,6
7,4,{1,2}
7,3,1,2
7,5,1,1
7,2,1,3
6,5,5,4
6,3,2,5
6,1,1,3
6,4,3,3
6,4,5,7
6,1,{1,2},{1,2}
6,2,5,6
5,4,1,7
5,2,3,1
5,3,5,2
5,5,5,6
5,3,6
5,1,4,7
5,2,6,4
5,4,{1,2},4
5,2,1,4
5,4,2,4
4,2,4,1
4,2,4,6
4,3,6,3
4,5,2
4,2,1
4,6,6,4
4,{1,2},5,6
4,2,6,3
4,5,5
4,6,2,5
4,6,1,1
4,{1,2},5
4,2,3,5
3,{1,2},4
3,3,4,3
3,3,3
3,4,6,{1,2}
3,1,{1,2}
3,{1,2},{1,2}
3,2,5,1
3,3,1,1
3,{1,2},6,1
3,6,2,1
3,5,5,3
3,{1,2},1,1
3,{1,2},{1,2},4
3,1,7
3,5,6,6
3,5,6,5
3,{1,2},4,4
3,{1,2},6,4
3,2,6,5
3,4,3,7
3,1,{1,2},1
3,5,7,7
3,{1,2},3,5
3,2,1,5
3,5,4,4
3,1,{1,2},5
2,1,{1,2},3
2,2,4,4
2,1,3,1
2,5,3,5
2,1,2,1
2,6,5,5
2,7
2,2,5,3
2,5,4,7
2,3,5,3
2,4,{1,2},5
2,1,1,2
2,4,{1,2},1
2,3,3,5
2,{1,2},4,1
2,{1,2},4,6
2,3,2,2
