8
1,Gordon ''Don'' Link 
2,Craig Brandt 
3,Richard Raya 
4,Len Raphael 
5,Amy Lemley 
6,Dan Kalb 
7,Donald Macleay 
8,Write-In 
28766,28766,543
1491,6
1278,3,5,6
1038,6,5,3
958,5
882,5,6,3
817,6,6,6
729,6,3,5
683,5,5,5
653,3,6,5
652,5,3,6
599,7,2,6
564,6,5
552,5,6
549,3
414,3,3,3
281,6,5,1
244,5,6,2
241,6,5,4
240,3,6
237,5,6,1
226,6,3
223,1,1,1
221,6,5,2
221,5,3
213,6,5,7
212,5,6,4
211,5,6,7
203,3,5
180,6,3,1
177,4
169,5,3,1
166,1
155,5,3,4
153,3,5,1
144,6,3,7
143,3,6,1
141,4,4,4
137,6,1,5
136,6,3,4
134,5,1,6
134,3,5,4
130,5,4,6
128,5,2,6
125,3,6,4
125,3,1,5
119,1,5,6
118,1,3,5
116,2
112,7,7,7
111,5,1,3
111,6,4,5
110,5,3,2
107,6,7,5
107,6,4,3
106,3,5,2
105,2,2,2
104,6,1,3
102,4,5,6
101,3,4,6
101,3,5,7
100,3,4,5
100,1,3,6
99,5,3,7
99,7
99,6,3,2
99,7,6,2
97,6,7,2
96,5,2,1
94,5,4,3
94,3,6,7
91,1,5,3
91,1,6,5
90,6,7,3
89,3,1,6
88,6,2,5
87,8,8,8
87,4,3,6
84,4,6,3
84,2,5,6
81,3,6,2
80,5,2,3
80,7,6,5
79,6,5,6
79,4,2,1
78,1,2,3
75,7,6,3
74,5,6,5
70,4,6,5
70,1,2,5
69,7,5,6
69,7,3,6
67,1,3,4
66,4,3,5
65,3,2,5
64,3,4,1
63,5,1,2
63,4,3,1
63,6,1
63,3,1,4
62,6,4
61,1,6,3
59,4,1,3
59,4,5,3
58,3,2,6
57,6,1,2
56,3,4,2
56,5,7,3
56,1,2,4
55,3,1,2
54,2,4,6
53,2,1,4
53,2,3,5
53,4,3,2
53,5,2,4
52,5,7,6
52,1,3,7
51,5,1,4
51,2,4,5
51,3,5,3
50,7,5,3
50,6,7
49,2,1,5
48,5,4,2
48,5,3,5
48,6,1,4
48,3,2,1
48,3,7,6
46,3,7,5
46,4,2,6
45,7,6
45,4,2,3
44,1,6
44,2,1,3
44,1,3,2
44,4,1,2
43,6,1,7
43,2,6,5
43,5,4
42,2,4
42,6,2,3
42,5,2,7
41,3,1
41,2,3,6
41,6,7,1
41,6,4,2
40,5,4,1
40,2,5,3
40,5,1,7
40,1,5,7
40,5,7,1
39,2,5,1
38,2,3,4
38,1,5,4
38,4,1,5
38,6,2,1
38,6,6,5
37,1,4,6
37,4,3
37,1,5,2
37,2,4,1
36,1,4,7
36,4,7,1
36,3,7,2
36,2,4,3
35,4,6,1
35,1,4,3
35,4,6
35,6,4,7
34,5,4,7
33,7,1,4
33,3,4
33,2,3,1
33,6,7,4
33,4,5,1
33,6,2,4
33,1,6,7
33,1,6,4
33,1,2,7
32,7,3,5
32,1,6,2
32,6,6
32,4,2,7
31,5,5,6
31,1,4,2
31,4,1,7
31,7,6,1
31,5,1
31,1,2,6
30,4,6,2
30,2,5,7
30,4,5,2
29,{1,2},{1,2},{1,2}
29,1,4,5
29,3,1,7
29,6,4,1
28,1,5
28,4,1,6
28,1,7,2
28,4,2,5
27,3,2,4
27,3,5,5
27,6,6,3
27,5,6,6
26,4,6,7
26,2,1,6
26,4,5
26,4,3,7
26,6,3,6
26,6,2,7
25,1,3
25,3,4,7
25,4,7,2
25,5,5
25,7,6,4
25,4,7,6
24,2,5
24,2,1,7
24,1,7,5
24,2,4,7
24,3,6,3
24,3,3,5
23,7,1,3
23,3,2
23,2,7,6
23,6,5,5
23,1,7,4
23,2,6,3
