8
1,Jill Broadhurst 
2,Ralph Kanz 
3,Melanie Shelby 
4,Libby Schaaf 
5,Clinton Killian 
6,Daniel Swafford 
7,Jason Gillen 
8,Write-In 
21040,21040,518
1378,4
831,4,1
813,1
722,4,6,1
640,4,1,6
594,4,1,3
507,1,4
410,4,6
380,1,4,6
379,4,1,5
358,3
357,6
340,4,3,1
338,1,4,3
337,6,4,1
307,4,1,2
265,1,4,5
236,2,6,4
223,1,3,4
218,4,6,3
205,4,4,4
181,4,3,5
181,3,3,3
179,1,3,5
176,1,4,2
173,6,1,4
169,3,4,1
169,4,5,1
168,4,1,7
163,1,6,4
160,1,1,1
156,4,3,6
152,3,1,4
148,5
146,4,6,2
144,4,3
141,1,2,4
137,6,4,3
133,6,4
127,4,5,3
126,3,5,1
125,4,2,1
120,1,4,7
120,4,2,6
119,4,6,5
119,3,5,6
111,4,6,7
108,3,5,7
104,4,5,6
104,3,1,5
96,1,5,3
92,4,5
89,1,2,3
88,3,4,5
86,3,5,4
81,2
80,3,4
80,6,3,4
76,1,5,4
74,6,4,5
71,5,4,1
70,7
70,6,4,2
69,4,2
69,4,3,7
67,6,1
65,4,3,2
64,6,3,1
64,4,5,7
63,2,1,4
63,5,3,7
63,1,5,7
62,4,2,3
61,4,7,1
60,5,3,1
60,1,2,5
58,3,4,6
57,1,6
57,1,3
55,4,7,6
53,1,5,6
53,1,6,7
52,5,5,5
51,3,5
51,6,1,5
51,4,5,2
51,6,2,4
51,4,2,5
50,5,3,6
49,5,1,4
49,3,6,4
48,5,3,4
48,1,6,3
47,1,3,6
47,3,6,7
46,6,6,6
45,5,1,3
45,6,1,3
44,1,2
44,3,6,1
44,1,2,6
43,6,4,7
43,4,2,7
42,8,8,8
42,1,3,2
42,6,3
41,5,4,3
41,6,1,2
41,1,3,7
41,4,1,4
41,1,7,4
41,2,4,1
40,1,6,2
39,2,4,6
38,6,7,1
36,1,5
36,3,4,2
36,3,1,7
35,2,1,3
35,6,5,3
35,1,6,5
34,5,7,3
33,5,4,6
33,4,7,2
33,3,7,5
33,3,4,7
32,4,7,3
31,5,1,6
31,1,7,3
31,1,7,6
31,3,5,2
31,3,1,6
30,3,1
30,6,5,7
30,6,3,7
30,6,2,7
29,1,5,2
29,3,6,5
29,4,7,5
28,6,1,7
28,6,3,5
28,6,7,3
27,6,5,1
27,6,7,4
26,5,4
24,6,5,4
24,7,3,5
24,5,6,7
24,5,6,3
24,3,1,2
23,3,2,1
23,3,7,1
23,3,7,4
23,5,1
22,5,3,2
22,4,7
22,3,2,4
22,7,6,5
22,7,3,1
21,4,8,8
21,4,4
21,4,1,1
20,2,1
20,2,1,5
20,3,2,5
20,7,4,6
20,7,6,4
20,5,6,4
20,5,6,1
20,1,2,7
19,2,3,5
19,2,3,4
19,4,1,8
19,1,7,5
19,3,7,6
19,2,4,3
19,5,3
19,7,6,2
18,4,6,4
18,7,7,7
18,7,5,3
18,6,3,2
18,1,7,2
18,6,2,1
17,7,1,4
17,5,4,2
17,1,4,1
17,3,6,2
17,2,2,2
16,5,1,7
16,6,7,5
16,6,2
16,6,2,5
15,1,1
15,7,1,5
15,2,3,1
15,7,4,2
15,2,4,7
14,2,4
14,3,6
14,1,3,3
14,5,2,3
14,2,6,7
14,7,3,4
14,6,2,3
13,7,1,2
13,5,4,7
13,2,5,6
13,3,3
13,3,2,6
13,6,7,2
13,7,4,1
13,2,6,1
13,7,6,1
13,4,4,1
13,5,2,4
12,1,7
12,5,1,2
12,2,1,6
12,5,3,5
12,6,5,2
12,5,7,1
12,7,4,5
12,7,2,1
12,2,4,5
11,7,1,3
11,1,8,8
11,1,4,4
11,1,4,8
11,7,5,6
11,2,5,3
11,2,5,4
11,3,7
11,5,7,6
11,5,7,4
11,3,2,7
11,7,2,4
11,6,5
11,{1,2}
11,3,1,3
10,2,5,1
10,7,2,6
10,3,7,2
10,6,7
10,4,4,3
10,5,2,7
9,4,6,8
9,7,5,2
9,2,1,7
9,2,3,6
9,2,3,7
9,1,1,4
9,7,4,3
9,2,6,3
9,7,6,3
9,3,5,3
9,3,5,8
9,5,2,1
9,7,3,6
8,7,1,6
8,3,3,1
8,2,3
8,7,5,1
8,2,7,3
8,2,7,4
8,5,7,2
8,3,5,5
8,5,6,2
8,6,6
7,4,6,6
7,7,5,4
7,2,7,1
7,4,3,8
7,4,3,4
7,1,3,1
7,3,2,3
7,3,6,3
7,2,5
7,4,4,2
7,7,3,2
7,3,8,8
6,5,3,3
6,6,8,8
6,1,2,2
6,4,3,3
6,3,4,4
6,8
6,7,2,3
6,7,2,5
6,3,4,3
6,3,6,6
6,2,6,5
6,1,4,{1,2}
6,3,3,5
5,2,6
5,3,2
5,1,2,1
5,3,7,3
5,5,2
5,3,3,4
5,5,8,8
5,7,4
5,5,2,6
5,6,4,6
4,{1,2},{1,2},{1,2}
4,2,7,5
4,1,1,5
4,6,1,6
4,4,{1,2},1
4,5,6
4,5,5
4,7,6,7
4,4,4,6
4,5,6,8
4,1,6,1
4,1,6,6
4,7,6
4,6,4,4
3,4,6,{1,2}
3,4,{1,2},{1,2}
3,2,5,7
3,5,1,5
3,2,7,6
3,{1,2},4,6
3,5,5,3
3,1,1,6
3,6,5,6
3,5,7,5
3,7,8,8
3,6,3,6
3,8,8
3,4,5,8
3,4,5,4
3,1,7,1
3,3,2,2
3,2,2,5
3,2,2,1
3,3,7,7
3,7,7
3,5,7
3,3,6,8
3,8,5,3
3,4,7,4
3,4,{1,2},4
3,3,3,7
3,6,6,7
3,{1,2},1,3
3,4,4,5
3,6,8,4
3,7,3,7
3,1,6,8
3,7,3
3,7,5
3,1,2,8
3,3,1,1
3,6,4,8
3,4,2,8
3,4,2,4
2,7,7,2
2,2,3,3
2,5,4,5
2,5,4,8
2,2,7
2,2,2
2,3,{1,2},{1,2}
2,7,5,7
2,2,5,2
2,3,1,{1,2}
2,{1,2},4
2,8,2,3
2,5,1,8
2,{1,2},4,1
2,{1,2},4,5
2,5,5,7
2,5,3,8
2,4,8,1
2,1,{1,2}
2,1,1,7
2,1,1,3
2,1,1,2
2,{1,2},2,6
2,3,{1,2},1
2,{1,2},6,7
2,1,5,8
2,1,5,1
2,3,4,8
2,5,7,7
2,6,3,8
2,1,3,8
2,6,7,6
2,4,5,5
2,2,4,8
2,5,{1,2},1
2,7,2,7
2,2,2,4
2,2,2,3
2,8,3,4
2,3,7,8
2,7,1
2,2,4,2
2,7,6,6
2,2,8,8
2,2,8,2
2,6,2,6
2,4,{1,2},7
2,6,6,4
2,6,6,1
2,8,1,3
2,2,7,7
2,7,3,3
2,4,7,8
2,3,1,8
1,5,5,6
1,2,{1,2},{1,2}
1,7,1,7
1,7,7,4
1,7,1,8
1,7,7,3
1,8,6
1,4,8,3
1,6,{1,2},{1,2}
1,3,3,6
1,1,6,{1,2}
1,1,8,4
1,1,8,5
1,1,8,1
1,1,8,2
1,1,8,3
1,{1,2},{1,2},2
1,{1,2},{1,2},5
1,{1,2},{1,2},4
1,{1,2},{1,2},8
1,8,4,3
1,7,5,5
1,4,2,{1,2}
1,8,8,4
1,8,8,6
1,2,3,{1,2}
1,4,{1,2},2
1,5,1,1
1,2,1,2
1,2,1,1
1,6,8,6
1,4,8,2
1,2,{1,2},4
1,8,6,1
1,2,7,2
1,{1,2},4,2
1,{1,2},4,3
1,3,8,5
1,5,5,4
1,5,5,1
1,5,5,2
1,3,5,{1,2}
1,{1,2},5,4
1,7,4,{1,2}
1,3,6,{1,2}
1,6,{1,2}
1,6,6,{1,2}
1,6,1,8
1,3,4,{1,2}
1,4,7,{1,2}
1,3,{1,2},2
1,3,{1,2},7
1,1,5,5
1,4,7,7
1,5,7,8
1,7,8,2
1,7,8,1
1,6,7,7
1,6,7,8
1,6,4,{1,2}
1,6,{1,2},5
1,6,{1,2},1
1,6,{1,2},3
1,1,7,7
1,3,2,8
1,7,4,4
1,7,3,{1,2}
1,2,6,8
1,4,{1,2},8
1,4,{1,2},3
1,4,{1,2},6
1,4,{1,2},5
1,5,{1,2},5
1,7,2,8
1,2,2,7
1,8,3,1
1,{1,2},3,1
1,8,7,5
1,4,{1,2}
1,{1,2},7,7
1,1,{1,2},3
1,3,3,{1,2}
1,2,4,4
1,7,{1,2},4
1,2,8,7
1,8,5,1
1,8,5,2
1,6,5,{1,2}
1,4,5,{1,2}
1,4,8,5
1,6,6,8
1,6,6,3
1,{1,2},1,6
1,{1,2},1,2
1,{1,2},1,1
1,4,4,7
1,6,8,2
