7
1,Larry Lionel Young, Jr. 
2,Sean Sullivan 
3,Derrick Muhammad 
4,Nyeisha Dewitt 
5,Lynette Gibson-Mcelhaney 
6,Alex Miller-Cole 
7,Write-In 
22193,22193,418
721,2
684,3,4,5
547,4,4,4
534,5,4,2
522,2,2,2
514,5,5,5
497,2,6,5
446,3,3,3
410,2,5,4
372,5,2,4
361,5,4,3
360,5
358,2,5,6
324,2,4,5
316,2,5,3
302,4,5,2
296,1,1,1
296,4
276,4,5,3
269,6,6,6
247,5,4,6
246,5,2,6
233,4,5,6
221,2,5,1
218,4,3,5
214,2,3,5
211,5,2,1
209,4,5,1
208,5,2,3
203,3
200,2,4,6
197,5,3,4
190,3,5,4
189,5,4,1
183,4,2,5
175,6
172,2,5
160,5,3,2
156,2,6,4
146,2,3,4
145,6,5,4
143,5,6,2
141,5,4
140,5,6,4
133,6,5,2
133,1,3,5
130,2,1,5
130,5,2
127,3,5,2
127,3,5,1
126,1,4,5
122,4,1,5
120,6,4,5
118,1
116,3,2,5
115,5,1,4
114,6,2,5
113,1,2,3
111,1,2,5
109,5,3,1
108,4,6,3
106,3,4,1
104,5,1,2
102,4,3,1
101,2,6,1
99,5,1,3
98,6,4,2
95,7,7,7
94,4,6,5
92,6,2,4
91,2,6,3
91,2,4,1
90,2,4,3
89,2,3,1
89,3,1,4
88,2,6
86,2,3,6
86,3,4,6
85,4,6,1
85,2,1,4
85,4,5
85,4,3,2
84,4,6,2
84,1,4,6
84,2,4
83,3,1,5
82,3,2,4
79,1,5,2
79,4,2,6
77,1,2,4
75,1,3,4
73,4,3,6
72,2,1,3
72,3,5,6
70,4,1,3
70,6,2
69,5,3,6
69,6,4,3
67,6,4,1
66,1,5,4
66,4,1,6
66,4,2,3
66,4,2,1
65,1,5,3
64,3,4,2
64,6,2,1
63,6,2,3
62,6,3,4
61,5,1,6
61,3,2,1
60,2,1,6
59,1,3,6
58,2,3
57,1,4,3
57,1,3,2
57,5,6,3
56,3,1,2
51,3,5
51,4,1,2
49,3,2,6
46,6,3,5
44,3,6,4
43,6,5,3
43,1,2,6
43,3,1,6
42,5,3
41,3,4
