7
1,Dale Washam 
2,Terry Lee 
3,Jan Shabro 
4,Bernardo Tuma 
5,Barbara Gelman 
6,Beverly Davidson 
7,Write-In 
262810,262810,510
19920,1
15508,3
15146,5
13487,2
8542,1,2,3
6661,6
4532,3,5,6
4050,4
4044,5,6,3
3506,1,3,5
2952,2,5,3
2885,1,3,2
2836,2,3,5
2753,5,3,6
2715,6,5,3
2473,5,6,2
2421,2,1,3
2388,1,2,4
2259,3,2,5
2193,1,3,6
2181,3,2,1
2150,1,2,5
2147,1,5,6
2133,5,2,6
2111,2,5,6
2077,2,5
2074,3,1,2
1986,5,3,2
1944,1,1,1
1922,2,3,1
1805,3,1,5
1746,2,3,4
1658,2,1,5
1641,1,2,6
1618,1,4,2
1612,3,5,2
1609,5,2,3
1576,5,3,1
1568,5,6
1566,6,5,2
1563,1,3
1560,1,5,3
1546,2,3
1539,1,3,4
1518,5,6,1
1517,5,3
1516,3,5
1506,1,2
1498,2,3,6
1490,2,1,4
1441,1,5,2
1435,5,1,3
1421,3,5,1
1345,2,5,1
1325,2,1,6
1289,5,5,5
1288,3,1
1279,5,2,1
1276,5,1,2
1275,5,1,6
1241,3,1,6
1230,3,2
1226,3,2,6
1213,2,2,2
1178,2,4,1
1147,6,3,5
1142,3,6,5
1124,2,4,6
1115,2,1
1106,3,3,3
1048,3,2,4
1041,6,5,4
1027,5,2
1017,4,3,2
997,1,4,6
979,1,6,2
946,2,4,3
936,3,4,2
930,2,4,5
926,6,2,3
924,1,5
924,3,4,5
918,6,5
909,1,4,3
880,1,6,3
877,3,1,4
870,6,3,2
867,6,2,5
858,4,1,2
853,3,4,1
843,6,5,1
832,6,2,1
808,4,2,3
805,3,6,2
800,2,6,3
797,4,2,1
791,6,3,1
782,2,6,5
777,2,6,1
763,6,6,6
758,6,1,2
757,5,1
756,3,4,6
741,4,2,6
738,1,6,5
736,3,6,1
733,6,1,3
730,4,5,6
709,5,6,4
681,4,3,1
671,3,6
666,6,4,2
657,4,3,5
653,4,3,6
640,6,2,4
618,1,4,5
602,5,3,4
590,5,2,4
586,4,2,5
579,1,4
569,4,1,3
553,1,6
538,2,4
531,3,5,4
526,2,6
524,3,4
523,6,3,4
516,7,7,7
515,1,6,4
511,5,4,3
499,2,5,4
491,6,1,5
489,2,6,4
469,4,3
468,5,4,2
468,6,4,1
466,4,1,6
454,6,1,4
440,6,3
435,4,6,2
435,3,6,4
421,6,4,3
419,4,5,3
418,5,4,6
414,4,5,2
413,4,6,3
391,4,2
390,4,4,4
390,6,1
380,6,2
371,7
349,4,6,5
345,5,1,4
341,4,1,5
340,4,1
322,4,6,1
319,1,5,4
317,4,6
315,5,4
310,6,4,5
307,4,5
300,4,5,1
283,5,4,1
254,6,4
128,1,7,7
127,1,1
104,5,5
98,1,2,2
94,2,2
91,1,2,1
89,5,3,5
87,3,3
78,5,2,5
76,2,5,2
72,2,1,2
70,1,1,2
69,3,7,7
68,5,6,5
68,{1,2}
67,2,7,7
56,5,5,6
55,2,3,2
55,3,5,3
52,2,4,2
52,5,2,2
50,5,1,5
50,1,5,5
49,3,1,3
47,1,3,3
47,2,2,1
46,6,6
45,2,3,3
45,5,7,7
44,{1,2},{1,2},{1,2}
44,1,2,7
44,3,1,1
43,4,4
43,1,5,1
42,2,5,5
41,5,3,3
41,3,5,5
41,5,6,6
40,2,2,3
39,1,1,3
37,1,3,1
37,2,4,4
35,3,2,3
35,3,3,2
34,6,5,6
34,6,7,7
32,2,6,2
32,5,6,7
31,5,5,3
30,6,5,7
29,2,1,1
29,4,7,7
29,3,3,5
28,5,5,2
28,1,3,7
28,6,2,6
27,6,6,5
26,1,7
26,5,1,1
26,6,5,5
26,3,2,2
26,7,7
25,5,5,1
24,2,1,7
24,2,3,7
24,4,2,4
23,1,4,4
23,1,5,7
23,3,1,7
22,1,1,5
22,6,3,6
22,4,5,5
22,2,2,5
22,3,4,4
21,1,4,1
21,3,3,1
21,4,2,2
20,1,4,7
20,3,7
20,4,3,3
20,4,3,4
20,3,3,4
19,2,5,7
19,3,6,3
19,6,2,2
18,5,4,5
18,5,3,7
18,3,4,3
18,1,6,7
17,1,1,4
17,3,{1,2},5
17,6,3,3
17,2,2,4
17,3,5,7
17,3,3,6
16,6,1,6
16,1,6,6
15,3,6,6
15,4,1,1
15,4,5,4
15,2,6,6
15,2,2,6
15,2,{1,2},5
15,2,{1,2},6
15,6,6,2
15,4,4,6
15,{1,2},5,6
15,1,{1,2},5
14,4,6,7
14,{1,2},2,3
14,4,1,4
14,5,{1,2},6
14,5,7
13,5,4,4
13,2,{1,2},3
13,5,{1,2},{1,2}
13,5,5,4
13,{1,2},2,5
13,3,6,7
13,4,1,7
13,4,5,7
13,5,{1,2},3
13,5,{1,2},1
13,1,{1,2},{1,2}
13,7,6,5
13,4,4,3
13,6,2,7
13,1,6,1
13,5,2,7
12,1,1,6
12,6,{1,2},3
12,3,2,7
12,{1,2},3,5
12,1,{1,2},3
11,7,1,2
11,1,{1,2}
11,{1,2},2,4
11,2,6,7
11,5,{1,2},2
11,6,6,1
11,6,6,3
10,6,1,1
10,3,{1,2},1
10,3,{1,2},2
10,3,{1,2},6
10,4,4,2
10,{1,2},5,3
10,{1,2},5,2
10,1,2,{1,2}
9,5,{1,2}
9,4,3,7
9,7,2,5
9,1,{1,2},6
9,2,4,7
9,4,4,5
8,4,6,4
8,2,{1,2},{1,2}
8,5,1,7
8,{1,2},3
8,4,7
8,6,3,7
8,3,{1,2}
8,6,{1,2},1
8,2,{1,2}
8,{1,2},3,2
8,1,{1,2},2
8,4,4,1
8,1,{1,2},4
8,6,4,4
7,4,6,6
7,3,1,{1,2}
7,{1,2},2
7,{1,2},2,6
7,{1,2},2,2
7,2,4,{1,2}
7,2,5,{1,2}
7,3,7,5
7,{1,2},7,7
7,6,4,6
6,7,1,3
6,2,{1,2},4
6,{1,2},4
6,6,{1,2},4
6,6,{1,2},5
6,6,{1,2},2
6,7,2,1
6,7,2,3
6,3,4,7
6,4,{1,2},5
6,6,6,4
6,{1,2},1,2
6,7,5,3
6,6,4,7
5,7,1,4
5,{1,2},{1,2},3
5,3,{1,2},{1,2}
5,2,3,{1,2}
5,2,{1,2},1
5,{1,2},{1,2}
5,{1,2},4,2
5,6,1,7
5,{1,2},6,2
5,{1,2},6,3
5,{1,2},6,5
5,5,{1,2},4
5,{1,2},3,6
5,5,2,{1,2}
5,{1,2},5,4
5,7,3,5
4,6,{1,2},{1,2}
4,{1,2},{1,2},6
4,7,5,4
4,7,5,2
4,1,5,{1,2}
4,{1,2},4,6
4,{1,2},4,5
4,3,5,{1,2}
4,6,{1,2}
4,5,7,6
4,1,7,5
4,7,4,6
4,7,4,2
4,4,1,{1,2}
4,4,{1,2},2
4,6,7
4,{1,2},5,1
4,3,6,{1,2}
4,4,2,7
3,7,7,6
3,7,7,1
3,5,4,7
3,{1,2},{1,2},2
3,2,7
3,7,5,7
3,5,5,{1,2}
3,{1,2},5
3,{1,2},6
3,{1,2},1
3,6,2,{1,2}
3,4,5,{1,2}
3,3,4,{1,2}
3,{1,2},6,1
3,{1,2},6,4
3,5,7,1
3,6,7,3
3,6,{1,2},6
3,4,3,{1,2}
3,7,2,4
3,{1,2},3,4
3,3,2,{1,2}
3,{1,2},1,6
3,{1,2},1,5
3,{1,2},1,3
3,{1,2},1,1
3,7,3,6
3,5,1,{1,2}
3,1,{1,2},1
2,7,1,1
2,7,1,6
2,1,6,{1,2}
2,{1,2},{1,2},1
2,5,3,{1,2}
2,7,5,6
2,2,2,{1,2}
2,{1,2},4,3
2,{1,2},4,1
2,3,{1,2},4
2,{1,2},3,{1,2}
2,6,7,4
2,6,7,5
2,6,4,{1,2}
2,1,7,4
2,7,4,5
2,7,4,1
2,4,{1,2},3
2,5,{1,2},5
2,7,2,6
2,2,2,7
2,{1,2},4,4
2,{1,2},3,3
2,5,7,{1,2}
2,7,2
2,7,6,4
2,7,6,2
2,4,{1,2},1
2,6,5,{1,2}
2,2,{1,2},2
2,{1,2},1,4
2,{1,2},5,5
2,7,3,2
2,7,3,4
2,7,5
1,6,3,{1,2}
1,7,1,5
1,7,7,5
1,7,7,4
1,7,7,2
1,{1,2},1,{1,2}
1,4,4,{1,2}
1,1,3,{1,2}
1,{1,2},{1,2},5
1,{1,2},{1,2},4
1,7,5,1
1,2,6,{1,2}
1,4,{1,2},{1,2}
1,2,1,{1,2}
1,2,7,1
1,2,7,3
1,2,7,5
1,1,7,{1,2}
1,5,5,7
1,5,4,{1,2}
1,1,1,7
1,{1,2},2,1
1,4,7,2
1,4,7,3
1,4,7,1
1,5,7,4
1,5,7,2
1,6,7,1
1,6,7,2
1,1,1,{1,2}
1,6,{1,2},7
1,1,7,2
1,1,7,6
1,7,{1,2},{1,2}
1,7,4,7
1,7,4,4
1,7,4,3
1,7,6,7
1,7,2,2
1,7,2,7
1,7,6,1
1,3,7,1
1,3,7,2
1,3,7,4
1,{1,2},3,1
1,4,{1,2}
1,7,6,6
1,4,{1,2},6
1,1,4,{1,2}
1,6,6,7
1,6,1,{1,2}
1,7,3,1
1,7,6
1,1,{1,2},7
